STOP_FRISK_ID,STOP_FRISK_DATE,Stop Frisk Time,YEAR2,MONTH2,DAY2,STOP_WAS_INITIATED,RECORD_STATUS_CODE,ISSUING_OFFICER_RANK,ISSUING_OFFICER_COMMAND_CODE,SUPERVISING_OFFICER_RANK,SUPERVISING_OFFICER_COMMAND_CODE,SUPERVISING_ACTION_CORRESPONDING_ACTIVITY_LOG_ENTRY_REVIEWED,LOCATION_IN_OUT_CODE,JURISDICTION_CODE,JURISDICTION_DESCRIPTION,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OFFICER_NOT_EXPLAINED_STOP_DESCRIPTION,OTHER_PERSON_STOPPED_FLAG,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,SUMMONS_ISSUED_FLAG,SUMMONS_OFFENSE_DESCRIPTION,OFFICER_IN_UNIFORM_FLAG,ID_CARD_IDENTIFIES_OFFICER_FLAG,SHIELD_IDENTIFIES_OFFICER_FLAG,VERBAL_IDENTIFIES_OFFICER_FLAG,FRISKED_FLAG,SEARCHED_FLAG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_CEW_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG,BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_LOOKOUT_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SEARCH_BASIS_ADMISSION_FLAG,SEARCH_BASIS_CONSENT_FLAG,SEARCH_BASIS_HARD_OBJECT_FLAG,SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG,SEARCH_BASIS_OTHER_FLAG,SEARCH_BASIS_OUTLINE_FLAG,DEMEANOR_CODE,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,SUSPECT_OTHER_DESCRIPTION,STOP_LOCATION_PRECINCT,STOP_LOCATION_SECTOR_CODE,STOP_LOCATION_APARTMENT,STOP_LOCATION_FULL_ADDRESS,STOP_LOCATION_PREMISES_NAME,STOP_LOCATION_STREET_NAME,STOP_LOCATION_X,STOP_LOCATION_Y,STOP_LOCATION_ZIP_CODE,STOP_LOCATION_PATROL_BORO_NAME,STOP_LOCATION_BORO_NAME
7726,9/3/2018,5:02:00,2018,September,Monday,Based on Radio Run,APP,POM,115,SGT,115,N,S,P,PSB,1,ASSAULT,7,Y,,Y,N,,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,,,,,Y,,,,,,,,,,,,DE,CALM,23,MALE,WHITE HISPANIC,5.7,180,MED,BRO,BLK,RED SHIRT WITH STRIPES,115,D,,JUNCTION BOULEVARD && ROOSEVELT AVENUE,,JUNCTION BOULEVARD,1020429,212242,,PBQN,QUEENS
7727,9/3/2018,5:15:00,2018,September,Monday,Based on Radio Run,APP,POM,115,SGT,115,Y,,,,1,CPW,28,Y,,Y,N,,N,,Y,,,,Y,N,N,,,,N,,Y,,,,,Y,,Y,,,Y,Y,,,,Y,Y,,,,,,,DE,"CALM, COOPERATIVE",0,MALE,WHITE,5.1,150,THN,BRO,BLK,,115,C,,73 STREET && ROOSEVELT AVENUE,,73 STREET,1014086,211357,,PBQN,QUEENS
7728,9/3/2018,5:15:00,2018,September,Monday,Based on Radio Run,APP,POM,115,SGT,115,Y,O,,,1,CPW,28,Y,,Y,N,,N,,Y,,,,Y,N,N,,,,N,,Y,,,,,Y,,Y,,,Y,Y,,,,Y,Y,,,,,,,DE,CALM AND COOPERATIVE,24,MALE,WHITE,5.7,150,THN,BRO,BLK,,115,C,,ROOSEVELT AVENUE && 73 STREET,,ROOSEVELT AVENUE,1014086,211357,,PBQN,QUEENS
7729,9/3/2018,5:15:00,2018,September,Monday,Based on Radio Run,APP,POM,115,SGT,115,Y,,,,1,CPW,28,Y,,Y,N,,N,,Y,,,,Y,N,N,,,,N,,Y,,,,,Y,,Y,,,Y,Y,,,,,Y,,,,,,,DE,CALM AND COOPERATIVE,24,MALE,WHITE,5.4,200,HEA,BLK,BLK,,115,C,,73 STREET && ROOSEVELT AVENUE,,73 STREET,1014086,211357,,PBQN,QUEENS
7730,9/3/2018,5:15:00,2018,September,Monday,Based on Radio Run,APP,POM,115,SGT,115,Y,O,,,1,CPW,28,Y,,Y,N,,N,,Y,,,,Y,N,N,,,,N,,Y,,,,,Y,,Y,,,Y,Y,,,,,,,,,,,,DE,CALM AND COOPERATIVE,27,MALE,WHITE,5.6,200,MED,BLK,BLK,,115,C,,ROOSEVELT AVENUE && 73 STREET,,ROOSEVELT AVENUE,1014086,211357,,PBQN,QUEENS
7731,9/3/2018,5:15:00,2018,September,Monday,Based on Radio Run,APP,POM,115,SGT,115,Y,O,,,1,CPW,28,Y,,Y,N,,N,,Y,,,,Y,N,N,,,,N,,Y,,,,,Y,,Y,,,Y,Y,,,,,,,,,,,,DE,CALM AND COOPERATIVE,29,MALE,WHITE,5.4,160,THN,BLK,BLK,,115,C,,ROOSEVELT AVENUE && 73 STREET,,ROOSEVELT AVENUE,1014086,211357,,PBQN,QUEENS
7732,9/3/2018,4:31:00,2018,September,Monday,Based on Radio Run,APP,POM,121,SGT,121,Y,O,P,PSB,1,ROBBERY,9,Y,,N,N,,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,,,,,,,,,,Y,,,,,,,DE,"CALM, COOPERATIVE",29,MALE,WHITE,5.8,170,MED,BRO,BLN,NONE,121,C,,1641 RICHMOND AVENUE,,RICHMOND AVENUE,939238,160923,,PBSI,STATEN ISLAND
7733,9/4/2018,21:21:00,2018,September,Tuesday,Based on Self Initiated,APP,POM,13,LT,13,Y,,,,2,MURDER,5,Y,,N,Y,MURDER,N,,Y,,,,Y,N,N,,,,N,,,,,,,Y,,,,,,Y,,,,,,,,,,,,DE,CALM,58,MALE,WHITE HISPANIC,5.7,190,MED,BRO,BLD,,13,B,,EAST 27 STREET && 1 AVENUE,,EAST 27 STREET,990707,208664,,PBMS,MANHATTAN
7734,9/4/2018,15:20:00,2018,September,Tuesday,Based on C/W on Scene,APP,POM,13,SGT,13,Y,O,,,0,CPW,5,Y,,N,N,,N,,Y,,,,Y,N,N,,,,N,,,,,,,Y,,Y,,,,,,,,Y,,,,,,,,DE,CONFUSED,,MALE,BLACK,6.2,,THN,ZZZ,BLK,,13,D,,214 EAST 24 STREET,,EAST 24 STREET,989208,208607,,PBMS,MANHATTAN
7735,9/4/2018,14:33:00,2018,September,Tuesday,Based on Radio Run,APP,POM,849,LT,849,Y,S,T,Transit,2,FORCIBLE TOUCHING,30,Y,,N,Y,OTHER,N,,Y,,,,Y,Y,N,,,,N,,,Y,,,,Y,,Y,,Y,,Y,,,,,Y,,,,Y,,,N/A,N/A,,,,,,,,,,17,B,,EAST 42 STREET && LEXINGTON AVENUE,,EAST 42 STREET,990886,213048,,PBMS,MANHATTAN
7736,9/4/2018,13:04:00,2018,September,Tuesday,Based on C/W on Scene,APP,POF,19,SGT,19,Y,O,P,PSB,1,BURGLARY,2,Y,,N,Y,BURGLARY,N,,N,,S,,N,N,N,,,,N,,,Y,,,,,,,,,,Y,,,,,,,,,,,,DE,CALM,38,MALE,WHITE HISPANIC,6.1,170,THN,BRO,BLK,,19,N,,324 EAST 66 STREET,,EAST 66 STREET,995221,217866,,PBMN,MANHATTAN
7737,9/4/2018,18:30:00,2018,September,Tuesday,Based on Radio Run,APP,POM,24,SGT,24,Y,,,,1,PETIT LARCENY,10,Y,,N,Y,PETIT LARCENY,N,,Y,,,,Y,Y,N,,,,N,,,,,,,Y,,,,,,Y,,,,,,,,,Y,,,DE,CALM,52,MALE,BLACK,6.1,230,HEA,ZZZ,BLD,,24,B,,CENTRAL PARK WEST && WEST 97 STREET,,CENTRAL PARK WEST,994170,227958,,PBMN,MANHATTAN
7738,9/4/2018,20:27:00,2018,September,Tuesday,Based on C/W on Scene,APP,POM,25,SGT,25,Y,O,P,PSB,1,ASSAULT,8,Y,,N,N,,N,,Y,,,,Y,N,Y,,,,N,,,Y,,,,Y,,Y,,,,Y,,,,,Y,,,,,,,DE,"ANGRY, DEFIANT",37,MALE,BLACK,5.1,175,MED,BRO,BLD,"WHITE TANK TOP, JEANS",25,B,,LEXINGTON AVENUE && EAST 116 STREET,,LEXINGTON AVENUE,1000414,230243,,PBMN,MANHATTAN
7739,9/4/2018,10:36:00,2018,September,Tuesday,Based on Self Initiated,APP,POM,28,SGT,28,Y,,,,1,BURGLARY,30,Y,,N,N,,N,,Y,,,,Y,Y,N,,,,N,,,,,,,Y,,,,,,,,Y,,Y,Y,,,,Y,,,DE,VERY NERVOUS,37,MALE,BLACK,5.1,175,THN,BRO,BLK,,28,A,,7 AVENUE && WEST 110 STREET,,7 AVENUE,996629,230536,,PBMN,MANHATTAN
7740,9/4/2018,16:09:00,2018,September,Tuesday,Based on Self Initiated,APP,POM,806,SGT,806,Y,O,H,Housing,1,CPW,3,Y,,N,N,,N,,N,,S,V,Y,N,N,,Y,,Y,,,,,,,Y,,,,,Y,,,,,,,,,,,,,DE,"CALM, UNDERSTANDING",28,MALE,BLACK,6.2,200,HEA,BRO,BLK,,32,D,,2931 8 AVENUE,,8 AVENUE,1001672,241483,,PBMN,MANHATTAN
7741,9/4/2018,19:45:00,2018,September,Tuesday,Based on Radio Run,APP,POF,48,SGT,48,Y,,P,PSB,1,ROBBERY,5,Y,,N,Y,ROBBERY,N,,Y,,,,Y,Y,N,,,,N,,,Y,,,,Y,,Y,,,,Y,,,,,,,,,Y,,,N/A,N/A,42,MALE,BLACK,6.1,150,THN,BRO,BLK,,42,A,,SOUTHERN BOULEVARD && CROTONA PARK EAST,,SOUTHERN BOULEVARD,1015438,244653,,PBBX,BRONX
7742,9/4/2018,0:55:00,2018,September,Tuesday,Based on Self Initiated,APP,POM,43,SGT,43,Y,,P,PSB,1,ROBBERY,2,Y,,N,N,,N,,N,,S,V,Y,N,N,,,,N,,,,,,,Y,,,,,Y,Y,,,,,,,,,,,,DE,CALM,32,MALE,BLACK,5.6,140,THN,BRO,BLK,,43,C,,WATSON AVENUE && MANOR AVENUE,,WATSON AVENUE,1018623,240382,,PBBX,BRONX
7743,9/4/2018,23:58:00,2018,September,Tuesday,Based on Self Initiated,APP,POM,808,SGT,808,N,I,H,Housing,5,CRIMINAL TRESPASS,50,Y,,N,N,,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,,,,,,,,,Y,,,,,,,,DE,CALM,61,MALE,WHITE HISPANIC,5.6,120,THN,BRO,BLD,,43,D,,1670 WATSON AVENUE,,WATSON AVENUE,1019821,240595,,PBBX,BRONX
7744,9/4/2018,22:48:00,2018,September,Tuesday,Based on Self Initiated,APP,POM,43,SGT,43,Y,,P,PSB,1,CPW,4,Y,,N,N,,N,,N,,S,V,Y,N,N,,,,N,,,,,,,Y,,,,,Y,,,,,,,,,,,,,DE,CALM,23,MALE,WHITE HISPANIC,5.9,170,MED,BRO,BLK,UNK,43,A,,SEWARD AVENUE && NOBLE AVENUE,,SEWARD AVENUE,1021017,237549,,PBBX,BRONX
7745,9/4/2018,6:12:00,2018,September,Tuesday,Based on Self Initiated,APP,POM,46,SGT,46,Y,,P,PSB,1,AUTO STRIPPIG,5,Y,,N,N,,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,,,Y,,,,,,,,,,,,,,DE,CALM,49,MALE,BLACK,5.9,150,THN,BRO,BRO,DREADLOCKS,46,D,,1805 JEROME AVENUE,,JEROME AVENUE,1008792,248675,,PBBX,BRONX
7746,9/4/2018,10:05:00,2018,September,Tuesday,Based on C/W on Scene,APP,POM,46,SGT,46,Y,O,,,10,ROBBERY,13,Y,,N,N,,N,,Y,,,,Y,Y,N,,,,N,,,,,,,Y,,Y,,,,Y,,,,,,,,,Y,,,DE,UPSET,51,MALE,WHITE HISPANIC,5.8,175,U,BRO,ZZZ,TATOOED HAIR,46,C,,EAST BURNSIDE AVENUE && GRAND CONCOURSE,,EAST BURNSIDE AVENUE,1010896,249840,,PBBX,BRONX
7747,9/4/2018,19:23:00,2018,September,Tuesday,Based on Radio Run,APP,SGT,62,LT,62,Y,O,P,PSB,1,PETIT LARCENY,14,Y,,N,Y,PETIT LARCENY,N,,Y,,,,N,Y,N,,,,N,,,,,,,Y,,,,,,Y,,,,,Y,,,,Y,,,DE,CALM AND COMPLIANT,16,MALE,BLACK,5.7,150,THN,BRO,BLK,,62,B,,1636 WEST 6 STREET,,WEST 6 STREET,989931,160506,,PBBS,BROOKLYN
7748,9/4/2018,21:17:00,2018,September,Tuesday,Based on Radio Run,APP,POM,62,SGT,62,Y,O,P,PSB,1,BURGLARY,33,Y,,Y,N,,N,,N,,S,V,Y,N,N,,,,N,,,,,,,Y,,Y,,,,,,,,Y,,,,,,,,DE,CALM,43,MALE,ASIAN / PACIFIC ISLANDER,5.6,180,THN,BLK,BLK,,62,D,,1800 SHORE PARKWAY,,SHORE PARKWAY,985578,154987,,PBBS,BROOKLYN
7749,9/4/2018,21:17:00,2018,September,Tuesday,Based on Radio Run,APP,POM,62,SGT,62,Y,O,,,1,BURGLARY,33,Y,,Y,N,,N,,N,,S,V,Y,N,N,,,,N,,,Y,,,Y,Y,,Y,,,,,,,,Y,,,,,,,,DE,SCARED,37,MALE,BLACK,5.6,190,HEA,BLK,BLK,,62,D,,1800 SHORE PARKWAY,,SHORE PARKWAY,985578,154987,,PBBS,BROOKLYN
7750,9/4/2018,22:17:00,2018,September,Tuesday,Based on Radio Run,APP,POM,62,SGT,62,Y,O,,,1,BURGLARY,33,Y,,Y,N,,N,,N,,S,V,Y,N,N,,,,N,,,,,,,Y,,Y,,,,,,,,Y,,,,,,,,DE,CALM,40,MALE,BLACK,6.1,180,U,BLK,BLD,,62,D,,1800 SHORE PARKWAY,,SHORE PARKWAY,985578,154987,,PBBS,BROOKLYN
7751,9/4/2018,2:30:00,2018,September,Tuesday,Based on Self Initiated,APP,POM,66,SGT,66,Y,O,P,PSB,1,ASSAULT,10,Y,,N,N,,N,,Y,,,,N,N,N,,,,N,,,Y,,,,Y,,,,Y,,,,,,Y,,,,,,,,DE,APOLOGIGETIC,42,MALE,WHITE,5.6,230,HEA,BRO,BLK,"BLUE SHIRT, KHAKI SHORT",66,D,,BEVERLEY ROAD && CHURCH AVENUE,,BEVERLEY ROAD,990073,173529,,PBBS,BROOKLYN
7752,9/4/2018,4:29:00,2018,September,Tuesday,Based on Radio Run,APP,POM,69,SGT,69,Y,O,P,PSB,1,CPW,5,Y,,N,Y,CPW,N,,Y,,,,Y,Y,N,,Y,,Y,,,,,,,Y,,,,,,Y,,,,,Y,,,,,Y,,DE,CALM,47,MALE,ASIAN / PACIFIC ISLANDER,5.8,120,THN,GRY,BRO,,69,A,,1417 ROCKAWAY PARKWAY,,ROCKAWAY PARKWAY,1011262,174450,,PBBS,BROOKLYN
7753,9/4/2018,5:00:00,2018,September,Tuesday,Based on Radio Run,APP,POM,83,SGT,83,N,O,P,PSB,1,ROBBERY,5,Y,,N,Y,ROBBERY,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,,,,,Y,,,,,,,,,,,,N/A,N/A,30,MALE,WHITE HISPANIC,5.8,150,THN,BRO,BLD,,83,D,,308 KNICKERBOCKER AVENUE,,KNICKERBOCKER AVENUE,1005501,194915,,PBBN,BROOKLYN
7754,9/4/2018,13:55:00,2018,September,Tuesday,Based on Radio Run,APP,POM,803,SGT,803,N,O,P,PSB,1,ASSAULT,10,Y,,N,N,,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,,,,,,,,,Y,,,,,,,,DE,CALM,40,MALE,BLACK,6.1,180,MED,BRO,BRO,,90,C,,MOORE STREET && HUMBOLDT STREET,,MOORE STREET,1000638,195737,,PBBN,BROOKLYN
7755,9/4/2018,2:00:00,2018,September,Tuesday,Based on Radio Run,APP,POM,107,SGT,107,Y,,,,2,UNAUTHORIZED USE OF A VEHICLE,3,Y,,N,Y,UNAUTHORIZED USE OF A VEHICLE,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,,,,,Y,,,,,,,,,,,,DE,DEFENSIVE AND AGITATED,19,MALE,WHITE,5.8,190,MED,BRO,BLK,NONE,107,D,,150-54 77 AVENUE,,77 AVENUE,1035696,202636,,PBQS,QUEENS
7756,9/4/2018,6:46:00,2018,September,Tuesday,Based on C/W on Scene,APP,POF,108,SGT,108,Y,O,P,PSB,1,ROBBERY,12,Y,,N,Y,ROBBERY,N,,Y,,,,N,N,N,,,,N,,,Y,,,,Y,,,,,,Y,,,,,Y,,,,,,,DE,"ANNOYED, ANGRY",49,MALE,BLACK,5.9,170,THN,BRO,BLD,N/A,108,C,,21-10 BORDEN AVENUE,,BORDEN AVENUE,998229,209015,,PBQN,QUEENS
7757,9/4/2018,16:02:00,2018,September,Tuesday,Based on Radio Run,APP,POM,111,LT,111,Y,I,P,PSB,0,BURGLARY,1,Y,,Y,N,,N,,Y,,,,N,Y,N,,,,N,,,,,,,Y,,,,,,,,,,,Y,,Y,,,,,DE,CALM,34,MALE,BLACK,6.1,250,MED,BRO,BLK,,111,C,,50-12 UTOPIA PARKWAY,,UTOPIA PARKWAY,1041717,210403,,PBQN,QUEENS
7758,9/4/2018,16:02:00,2018,September,Tuesday,Based on Radio Run,APP,POM,111,LT,111,Y,I,P,PSB,0,BURGLARY,1,Y,,Y,N,,N,,Y,,,,N,Y,N,,,,N,,,,,,,Y,,,,,,,,,,,Y,,Y,,,,,N/A,N/A,28,MALE,BLACK,6.2,225,HEA,BRO,BLK,,111,C,,50-12 UTOPIA PARKWAY,,UTOPIA PARKWAY,1041717,210403,,PBQN,QUEENS
7759,9/4/2018,19:54:00,2018,September,Tuesday,Based on C/W on Scene,APP,POM,120,SGT,120,Y,O,P,PSB,1,CRIMINAL MISCHIEF,12,Y,,N,N,,N,,Y,,,,Y,Y,N,,,,N,,,Y,,,,Y,,,,,,Y,,,,Y,,,,,,Y,,DE,UPSET,35,MALE,BLACK HISPANIC,5,160,MED,BLK,BLK,,120,A,,1230 CASTLETON AVENUE,,CASTLETON AVENUE,950001,170300,,PBSI,STATEN ISLAND
7760,9/4/2018,14:25:00,2018,September,Tuesday,Based on Radio Run,APP,POM,123,SGT,123,Y,I,P,PSB,10,BURGLARY,15,Y,,Y,N,,N,,N,,S,,N,N,N,,,,N,,,Y,,,,,,,,,,Y,,,,,,,,,,,,DE,CALM,24,MALE,WHITE,5.1,180,MED,HAZ,BLK,BLACK HAT AND BLACK SHIRT,123,C,,1 POETS CIRCLE,,POETS CIRCLE,928948,141758,,PBSI,STATEN ISLAND
7761,9/4/2018,14:25:00,2018,September,Tuesday,Based on Radio Run,APP,POM,123,SGT,123,Y,I,P,PSB,10,BURGLARY,15,Y,,Y,N,,N,,N,,S,,N,N,N,,,,N,,,Y,,,,,,,,,,,,,,,Y,,,,,,,DE,CALM,31,MALE,WHITE,6.5,200,THN,BRO,BLD,,123,C,,1 POETS CIRCLE,,POETS CIRCLE,928948,141758,,PBSI,STATEN ISLAND
7762,9/5/2018,4:07:00,2018,September,Wednesday,Based on Radio Run,APP,POM,1,SGT,1,Y,O,P,PSB,1,PETIT LARCENY,3,Y,,N,Y,PETIT LARCENY,N,,Y,,,,N,Y,N,,,,N,,,,,,,Y,,,,,,Y,,,,,Y,,,,Y,,,DE,COOPERATIVE,39,MALE,WHITE,5.11,220,MED,BRO,BRO,"BLUE SHIRT, TWO BACKPACKS",1,B,,95 WALL STREET,,WALL STREET,982172,196164,,PBMS,MANHATTAN
7763,9/5/2018,15:40:00,2018,September,Wednesday,Based on Self Initiated,APP,POM,561,LT,561,Y,O,P,PSB,1,GRAND LARCENY AUTO,15,Y,,N,N,,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,,,,,,,,,Y,,,,,,,,DE,CALM,60,MALE,WHITE,5.1,240,HEA,BRO,GRY,,9,B,,630 EAST 9 STREET,,EAST 9 STREET,989937,203747,,PBMS,MANHATTAN
7764,9/5/2018,1:04:00,2018,September,Wednesday,Based on Radio Run,APP,POF,13,LT,13,Y,O,P,PSB,1,CRIMINAL MISCHIEF,15,Y,,N,N,,N,,Y,,,,Y,N,N,,,,N,,,Y,,,,Y,,Y,,,,Y,,,,,,,,,,,,DE,UPSET,,MALE,BLACK,5.8,120,U,BRO,BLK,,13,D,,123 EAST 26 STREET,,EAST 26 STREET,988697,209486,,PBMS,MANHATTAN
7765,9/5/2018,14:15:00,2018,September,Wednesday,Based on Radio Run,APP,POM,19,SGT,19,Y,O,P,PSB,1,PETIT LARCENY,12,Y,,N,Y,PETIT LARCENY,N,,N,,S,V,N,N,N,,,,N,,,,,,,Y,,,,,,Y,,,,,Y,,,,,,,DE,CALM THEN AGITATED,53,MALE,BLACK,5.8,190,HEA,BRO,BLD,SMALL TATTOO ON HAND,19,J,,2 AVENUE && EAST 84 STREET,,2 AVENUE,997349,222203,,PBMN,MANHATTAN
7766,9/5/2018,9:42:00,2018,September,Wednesday,Based on Radio Run,APP,POM,19,SGT,19,Y,O,P,PSB,1,PETIT LARCENY,4,Y,,N,N,,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,,,,,Y,,,,,,,,,,,,DE,CALM,40,MALE,WHITE,5.11,200,MED,BRO,BLK,N/A,19,J,,244 EAST 86 STREET,,EAST 86 STREET,997281,222863,,PBMN,MANHATTAN
7767,9/5/2018,12:35:00,2018,September,Wednesday,Based on Radio Run,APP,POF,34,SGT,34,Y,O,,,1,RAPE,5,Y,,N,N,,N,,Y,,,,N,Y,N,,,,N,,,Y,,Y,,Y,,,,,,Y,,,,,,,,,Y,,,DE,CALM,26,MALE,BLACK HISPANIC,5.6,150,THN,BRO,BLK,,34,A,,1533 SAINT NICHOLAS AVENUE,,SAINT NICHOLAS AVENUE,1003288,249991,,PBMN,MANHATTAN
7768,9/5/2018,16:05:00,2018,September,Wednesday,Based on Radio Run,APP,POM,807,SGT,807,Y,O,H,Housing,1,PETIT LARCENY,8,Y,,N,N,,N,,Y,,,,Y,N,N,,,,N,,,,,,,Y,,,,,,Y,,,,,,,,,,,,DE,AGITATED,51,MALE,BLACK,5.7,170,THN,BRO,BLK,,40,B,,300 EAST 143 STREET,,EAST 143 STREET,1005380,235954,,PBBX,BRONX
7769,9/5/2018,3:06:00,2018,September,Wednesday,Based on Radio Run,APP,POM,43,SGT,43,Y,I,P,PSB,0,ASSAULT,7,Y,,N,N,,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,,,,,Y,,,,,Y,,,,,,,DE,ANNOYED,31,MALE,BLACK,5.7,180,MED,BRO,BLK,BLACK BASEBALL HAT,43,E,,1579 METROPOLITAN AVENUE,,METROPOLITAN AVENUE,1023704,245340,,PBBX,BRONX
7770,9/5/2018,19:20:00,2018,September,Wednesday,Based on Self Initiated,APP,POM,808,SGT,808,Y,O,H,Housing,1,CPW,11,Y,,N,Y,CPW,N,,Y,,,,N,N,N,,Y,,Y,,,,,,,Y,,,,,Y,,,,,,,,,,,,,DE,ANNOYED,46,MALE,WHITE HISPANIC,6,240,HEA,GRN,BLD,,43,D,,1000 ROSEDALE AVENUE,,ROSEDALE AVENUE,1020861,239989,,PBBX,BRONX
7771,9/5/2018,18:25:00,2018,September,Wednesday,Based on Self Initiated,APP,POM,43,SGT,43,Y,O,P,PSB,2,OTHER,10,Y,,N,N,,N,,N,I,S,V,Y,N,N,,,,N,,,,,,,Y,,,,,,,,,,Y,,,,,,,,DE,NERVOUS/FIDGETTY,29,MALE,WHITE HISPANIC,6,215,MED,BRO,BLK,SPIDER WEB TATTOOS ON ARM,43,A,,ROSEDALE AVENUE && BRUCKNER BOULEVARD,,ROSEDALE AVENUE,1020864,239948,,PBBX,BRONX
7772,9/5/2018,22:00:00,2018,September,Wednesday,Based on Self Initiated,APP,POM,52,LT,183,Y,,,,1,CPW,5,Y,,N,N,,N,,N,,S,V,Y,Y,N,,,,N,,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,DE,APOLOGETIC,21,MALE,BLACK,6.3,170,THN,BRO,BLK,,46,A,,ANTHONY AVENUE && EAST 175 STREET,,ANTHONY AVENUE,1010865,247732,,PBBX,BRONX
7773,9/5/2018,8:50:00,2018,September,Wednesday,Based on Self Initiated,APP,SGT,47,SGT,47,Y,O,P,PSB,5,RAPE,20,Y,,N,N,,N,,Y,,,,N,Y,N,,,,N,,,,,,,Y,,,,,,Y,,,,,,,,,Y,,,DE,CALM,30,MALE,WHITE HISPANIC,5.8,190,THN,BRO,BLK,TATTOO ON LEFT UPPER ARM,47,C,,CONNER STREET && HOLLERS AVENUE,,CONNER STREET,1032194,261627,,PBBX,BRONX
7774,9/5/2018,1:46:00,2018,September,Wednesday,Based on Radio Run,APP,POM,48,SGT,48,Y,O,,,1,CPW,1,Y,,N,Y,CPW,N,,N,,,V,Y,Y,Y,Y,,,Y,,,,,,,Y,,Y,,,,Y,,,,,,,,,Y,,,N/A,N/A,60,MALE,BLACK HISPANIC,5.7,195,HEA,BRO,BLK,,48,C,,1916 CROTONA AVENUE,,CROTONA AVENUE,1014210,247044,,PBBX,BRONX
7775,9/5/2018,12:00:00,2018,September,Wednesday,Based on Radio Run,APP,POM,802,SGT,802,Y,O,H,Housing,1,CPW,3,Y,,N,N,,N,,Y,,,,Y,N,N,,,,N,,,,,,Y,Y,,Y,,,Y,,,,,,,,,,,,,DE,ANNOYED,20,MALE,BLACK,5.2,125,THN,BRO,BLK,PICTURES ON ARMS,73,D,,199 TAPSCOTT STREET,,TAPSCOTT STREET,1006536,180769,,PBBN,BROOKLYN
7776,9/5/2018,1:30:00,2018,September,Wednesday,Based on Self Initiated,APP,POM,802,SGT,802,Y,O,P,PSB,1,CPW,1,Y,,N,N,,N,,N,,S,V,Y,N,N,,,,N,,,,,,,Y,,,,,Y,,,,,,,,,,,,,DE,UPSET,22,MALE,BLACK,6,185,THN,BRO,BLK,NONE,75,C,,SUTTER AVENUE && EUCLID AVENUE,,SUTTER AVENUE,1019950,184443,,PBBN,BROOKLYN
7777,9/5/2018,1:40:00,2018,September,Wednesday,Based on Self Initiated,APP,POM,802,SGT,802,Y,O,H,Housing,1,CPW,2,Y,,Y,N,,N,,N,,S,V,Y,N,N,,,,N,,,,,,,Y,,,,,,,,,,Y,,,,,,,,DE,CALM AND COOPERATIVE,24,MALE,BLACK HISPANIC,5.7,160,THN,BRO,BRO,NONE,75,C,,1260 SUTTER AVENUE,,SUTTER AVENUE,1019866,184424,,PBBN,BROOKLYN
